Title,Type,Category,Tags,Published,Source Page URL - (The page we are linking from),Inbound Link Page Source URL,Inbound Link Anchor,Outbound Internal Link URL,Outbound Internal Link Anchor,Outbound External Link URL,Outbound External Link Anchor
,,"Uncategorized",,,/link-whisper-test-site/%d7%94%d7%90%d7%99%d7%9e%d7%a4%d7%a8%d7%99%d7%94-%d7%94%d7%a8%d7%95%d7%9e%d7%99%d7%aa/,,,,,http://penelope.uchicago.edu/Thayer/E/Roman/Texts/Suetonius/12Caesars/Augustus*.html#41,"חיי שנים עשר הקיסרים"
,,"Uncategorized",,,/link-whisper-test-site/%d7%94%d7%90%d7%99%d7%9e%d7%a4%d7%a8%d7%99%d7%94-%d7%94%d7%a8%d7%95%d7%9e%d7%99%d7%aa/,,,,,https://he.wikipedia.org/wiki/%D7%94%D7%90%D7%99%D7%9E%D7%A4%D7%A8%D7%99%D7%94_%D7%94%D7%A8%D7%95%D7%9E%D7%99%D7%AA#cite_ref-18,"^"
,,"Uncategorized",,,/link-whisper-test-site/%d7%94%d7%90%d7%99%d7%9e%d7%a4%d7%a8%d7%99%d7%94-%d7%94%d7%a8%d7%95%d7%9e%d7%99%d7%aa/,,,,,https://he.wikipedia.org/wiki/%D7%94%D7%90%D7%99%D7%9E%D7%A4%D7%A8%D7%99%D7%94_%D7%94%D7%A8%D7%95%D7%9E%D7%99%D7%AA#cite_ref-19,"^"
,,"Uncategorized",,,/link-whisper-test-site/%d7%94%d7%90%d7%99%d7%9e%d7%a4%d7%a8%d7%99%d7%94-%d7%94%d7%a8%d7%95%d7%9e%d7%99%d7%aa/,,,,,https://he.wikipedia.org/wiki/%D7%94%D7%90%D7%99%D7%9E%D7%A4%D7%A8%D7%99%D7%94_%D7%94%D7%A8%D7%95%D7%9E%D7%99%D7%AA#cite_ref-20,"^"
,,"Uncategorized",,,/link-whisper-test-site/%d7%94%d7%90%d7%99%d7%9e%d7%a4%d7%a8%d7%99%d7%94-%d7%94%d7%a8%d7%95%d7%9e%d7%99%d7%aa/,,,,,http://www.princeton.edu/~pswpc/pdfs/scheidel/040604.pdf,"אוכלוסייה ודמוגרפיה"
,,"Uncategorized",,,/link-whisper-test-site/%d7%94%d7%90%d7%99%d7%9e%d7%a4%d7%a8%d7%99%d7%94-%d7%94%d7%a8%d7%95%d7%9e%d7%99%d7%aa/,,,,,https://he.wikipedia.org/wiki/%D7%90%D7%95%D7%A0%D7%99%D7%91%D7%A8%D7%A1%D7%99%D7%98%D7%AA_%D7%A4%D7%A8%D7%99%D7%A0%D7%A1%D7%98%D7%95%D7%9F,"פרינסטון"
,,"Uncategorized",,,/link-whisper-test-site/%d7%94%d7%90%d7%99%d7%9e%d7%a4%d7%a8%d7%99%d7%94-%d7%94%d7%a8%d7%95%d7%9e%d7%99%d7%aa/,,,,,https://he.wikipedia.org/wiki/%D7%90%D7%95%D7%A0%D7%99%D7%91%D7%A8%D7%A1%D7%99%D7%98%D7%AA_%D7%A1%D7%98%D7%A0%D7%A4%D7%95%D7%A8%D7%93,"סטנפורד"
,,"Uncategorized",,,/link-whisper-test-site/%d7%94%d7%90%d7%99%d7%9e%d7%a4%d7%a8%d7%99%d7%94-%d7%94%d7%a8%d7%95%d7%9e%d7%99%d7%aa/,,,,,https://he.wikipedia.org/wiki/%D7%94%D7%90%D7%99%D7%9E%D7%A4%D7%A8%D7%99%D7%94_%D7%94%D7%A8%D7%95%D7%9E%D7%99%D7%AA#cite_ref-21,"^"
,,"Uncategorized",,,/link-whisper-test-site/%d7%94%d7%90%d7%99%d7%9e%d7%a4%d7%a8%d7%99%d7%94-%d7%94%d7%a8%d7%95%d7%9e%d7%99%d7%aa/,,,,,http://www.princeton.edu/~pswpc/pdfs/scheidel/040604.pdf,"אוכלוסייה ודמוגרפיה"
,,"Uncategorized",,,/link-whisper-test-site/%d7%94%d7%90%d7%99%d7%9e%d7%a4%d7%a8%d7%99%d7%94-%d7%94%d7%a8%d7%95%d7%9e%d7%99%d7%aa/,,,,,https://he.wikipedia.org/wiki/%D7%94%D7%90%D7%99%D7%9E%D7%A4%D7%A8%D7%99%D7%94_%D7%94%D7%A8%D7%95%D7%9E%D7%99%D7%AA#cite_ref-sp25_22-0,"לקפוץ מעלה אל:1"
,,"Uncategorized",,,/link-whisper-test-site/%d7%94%d7%90%d7%99%d7%9e%d7%a4%d7%a8%d7%99%d7%94-%d7%94%d7%a8%d7%95%d7%9e%d7%99%d7%aa/,,,,,https://he.wikipedia.org/wiki/%D7%94%D7%90%D7%99%D7%9E%D7%A4%D7%A8%D7%99%D7%94_%D7%94%D7%A8%D7%95%D7%9E%D7%99%D7%AA#cite_ref-sp25_22-1,"2"
,,"Uncategorized",,,/link-whisper-test-site/%d7%94%d7%90%d7%99%d7%9e%d7%a4%d7%a8%d7%99%d7%94-%d7%94%d7%a8%d7%95%d7%9e%d7%99%d7%aa/,,,,,https://he.wikipedia.org/wiki/%D7%A1%D7%95%D7%95%D7%98%D7%95%D7%A0%D7%99%D7%95%D7%A1,"סווטוניוס"
,,"Uncategorized",,,/link-whisper-test-site/%d7%94%d7%90%d7%99%d7%9e%d7%a4%d7%a8%d7%99%d7%94-%d7%94%d7%a8%d7%95%d7%9e%d7%99%d7%aa/,,,,,http://penelope.uchicago.edu/Thayer/E/Roman/Texts/Suetonius/12Caesars/Claudius*.html#25,"חיי שנים עשר הקיסרים"
,,"Uncategorized",,,/link-whisper-test-site/%d7%94%d7%90%d7%99%d7%9e%d7%a4%d7%a8%d7%99%d7%94-%d7%94%d7%a8%d7%95%d7%9e%d7%99%d7%aa/,,,,,https://he.wikipedia.org/wiki/%D7%94%D7%90%D7%99%D7%9E%D7%A4%D7%A8%D7%99%D7%94_%D7%94%D7%A8%D7%95%D7%9E%D7%99%D7%AA#cite_ref-23,"^"
,,"Uncategorized",,,/link-whisper-test-site/%d7%94%d7%90%d7%99%d7%9e%d7%a4%d7%a8%d7%99%d7%94-%d7%94%d7%a8%d7%95%d7%9e%d7%99%d7%aa/,,,,,https://he.wikipedia.org/wiki/%D7%94%D7%90%D7%99%D7%9E%D7%A4%D7%A8%D7%99%D7%94_%D7%94%D7%A8%D7%95%D7%9E%D7%99%D7%AA#cite_ref-24,"^"
,,"Uncategorized",,,/link-whisper-test-site/%d7%94%d7%90%d7%99%d7%9e%d7%a4%d7%a8%d7%99%d7%94-%d7%94%d7%a8%d7%95%d7%9e%d7%99%d7%aa/,,,,,https://he.wikipedia.org/wiki/%D7%94%D7%90%D7%99%D7%9E%D7%A4%D7%A8%D7%99%D7%94_%D7%94%D7%A8%D7%95%D7%9E%D7%99%D7%AA#cite_ref-25,"^"
,,"Uncategorized",,,/link-whisper-test-site/%d7%94%d7%90%d7%99%d7%9e%d7%a4%d7%a8%d7%99%d7%94-%d7%94%d7%a8%d7%95%d7%9e%d7%99%d7%aa/,,,,,https://he.wikipedia.org/wiki/%D7%94%D7%90%D7%99%D7%9E%D7%A4%D7%A8%D7%99%D7%94_%D7%94%D7%A8%D7%95%D7%9E%D7%99%D7%AA#cite_ref-26,"^"
,,"Uncategorized",,,/link-whisper-test-site/%d7%94%d7%90%d7%99%d7%9e%d7%a4%d7%a8%d7%99%d7%94-%d7%94%d7%a8%d7%95%d7%9e%d7%99%d7%aa/,,,,,https://he.wikipedia.org/wiki/%D7%A1%D7%95%D7%95%D7%98%D7%95%D7%A0%D7%99%D7%95%D7%A1,"סווטוניוס"
,,"Uncategorized",,,/link-whisper-test-site/%d7%94%d7%90%d7%99%d7%9e%d7%a4%d7%a8%d7%99%d7%94-%d7%94%d7%a8%d7%95%d7%9e%d7%99%d7%aa/,,,,,http://penelope.uchicago.edu/Thayer/E/Roman/Texts/Suetonius/12Caesars/Nero*.html#16,"חיי שנים עשר הקיסרים"
,,"Uncategorized",,,/link-whisper-test-site/%d7%94%d7%90%d7%99%d7%9e%d7%a4%d7%a8%d7%99%d7%94-%d7%94%d7%a8%d7%95%d7%9e%d7%99%d7%aa/,,,,,https://he.wikipedia.org/wiki/%D7%94%D7%90%D7%99%D7%9E%D7%A4%D7%A8%D7%99%D7%94_%D7%94%D7%A8%D7%95%D7%9E%D7%99%D7%AA#cite_ref-27,"^"
,,"Uncategorized",,,/link-whisper-test-site/%d7%94%d7%90%d7%99%d7%9e%d7%a4%d7%a8%d7%99%d7%94-%d7%94%d7%a8%d7%95%d7%9e%d7%99%d7%aa/,,,,,https://he.wikisource.org/wiki/en:The_Annals_(Tacitus)/Book_15#44,"האנלים, ספר 15"
,,"Uncategorized",,,/link-whisper-test-site/%d7%94%d7%90%d7%99%d7%9e%d7%a4%d7%a8%d7%99%d7%94-%d7%94%d7%a8%d7%95%d7%9e%d7%99%d7%aa/,,,,,https://he.wikipedia.org/wiki/%D7%94%D7%90%D7%99%D7%9E%D7%A4%D7%A8%D7%99%D7%94_%D7%94%D7%A8%D7%95%D7%9E%D7%99%D7%AA#cite_ref-28,"^"
,,"Uncategorized",,,/link-whisper-test-site/%d7%94%d7%90%d7%99%d7%9e%d7%a4%d7%a8%d7%99%d7%94-%d7%94%d7%a8%d7%95%d7%9e%d7%99%d7%aa/,,,,,https://he.wikipedia.org/wiki/%D7%94%D7%90%D7%99%D7%9E%D7%A4%D7%A8%D7%99%D7%94_%D7%94%D7%A8%D7%95%D7%9E%D7%99%D7%AA#cite_ref-%D7%91%D7%A8%D7%99%D7%98%D7%A0%D7%99%D7%A7%D7%94_29-0,"^"
,,"Uncategorized",,,/link-whisper-test-site/%d7%94%d7%90%d7%99%d7%9e%d7%a4%d7%a8%d7%99%d7%94-%d7%94%d7%a8%d7%95%d7%9e%d7%99%d7%aa/,,,,,http://www.britannica.com/EBchecked/topic/507905/ancient-Rome,"אנציקלופדיה בריטניקה, רומא העתיקה-יצירתה של ציבילזציה "
,,"Uncategorized",,,/link-whisper-test-site/%d7%94%d7%90%d7%99%d7%9e%d7%a4%d7%a8%d7%99%d7%94-%d7%94%d7%a8%d7%95%d7%9e%d7%99%d7%aa/,,,,,https://he.wikipedia.org/wiki/%D7%94%D7%90%D7%99%D7%9E%D7%A4%D7%A8%D7%99%D7%94_%D7%94%D7%A8%D7%95%D7%9E%D7%99%D7%AA#cite_ref-30,"^"
,,"Uncategorized",,,/link-whisper-test-site/%d7%94%d7%90%d7%99%d7%9e%d7%a4%d7%a8%d7%99%d7%94-%d7%94%d7%a8%d7%95%d7%9e%d7%99%d7%aa/,,,,,https://he.wikipedia.org/wiki/%D7%94%D7%90%D7%99%D7%9E%D7%A4%D7%A8%D7%99%D7%94_%D7%94%D7%A8%D7%95%D7%9E%D7%99%D7%AA#cite_ref-31,"^"
,,"Uncategorized",,,/link-whisper-test-site/%d7%94%d7%90%d7%99%d7%9e%d7%a4%d7%a8%d7%99%d7%94-%d7%94%d7%a8%d7%95%d7%9e%d7%99%d7%aa/,,,,,http://books.google.com/books?id=gqL8C_JBEm0C&amp;pg=PA270&amp;dq=rome+catacombs+greek+latin+aramaic+inscription+%25&amp;sig=ACfU3U1d84XhiN27AIqCOGI6jL2pSwhYXA#PPA154,M1,"עמ&#8217; 154"
,,"Uncategorized",,,/link-whisper-test-site/%d7%94%d7%90%d7%99%d7%9e%d7%a4%d7%a8%d7%99%d7%94-%d7%94%d7%a8%d7%95%d7%9e%d7%99%d7%aa/,,,,,https://he.wikipedia.org/wiki/%D7%94%D7%90%D7%99%D7%9E%D7%A4%D7%A8%D7%99%D7%94_%D7%94%D7%A8%D7%95%D7%9E%D7%99%D7%AA#cite_ref-32,"^"
,,"Uncategorized",,,/link-whisper-test-site/%d7%94%d7%90%d7%99%d7%9e%d7%a4%d7%a8%d7%99%d7%94-%d7%94%d7%a8%d7%95%d7%9e%d7%99%d7%aa/,,,,,https://he.wikipedia.org/wiki/%D7%94%D7%90%D7%99%D7%9E%D7%A4%D7%A8%D7%99%D7%94_%D7%94%D7%A8%D7%95%D7%9E%D7%99%D7%AA#cite_ref-33,"^"
,,"Uncategorized",,,/link-whisper-test-site/%d7%94%d7%90%d7%99%d7%9e%d7%a4%d7%a8%d7%99%d7%94-%d7%94%d7%a8%d7%95%d7%9e%d7%99%d7%aa/,,,,,http://www.britannica.com/EBchecked/topic/507905/ancient-Rome,"אנציקלופדיה בריטניקה, רומא העתיקה-הצבא"
,,"Uncategorized",,,/link-whisper-test-site/%d7%94%d7%90%d7%99%d7%9e%d7%a4%d7%a8%d7%99%d7%94-%d7%94%d7%a8%d7%95%d7%9e%d7%99%d7%aa/,,,,,https://he.wikipedia.org/wiki/%D7%94%D7%90%D7%99%D7%9E%D7%A4%D7%A8%D7%99%D7%94_%D7%94%D7%A8%D7%95%D7%9E%D7%99%D7%AA#cite_ref-34,"^"
,,"Uncategorized",,,/link-whisper-test-site/%d7%94%d7%90%d7%99%d7%9e%d7%a4%d7%a8%d7%99%d7%94-%d7%94%d7%a8%d7%95%d7%9e%d7%99%d7%aa/,,,,,https://he.wikipedia.org/wiki/%D7%94%D7%90%D7%99%D7%9E%D7%A4%D7%A8%D7%99%D7%94_%D7%94%D7%A8%D7%95%D7%9E%D7%99%D7%AA#cite_ref-35,"^"
,,"Uncategorized",,,/link-whisper-test-site/%d7%94%d7%90%d7%99%d7%9e%d7%a4%d7%a8%d7%99%d7%94-%d7%94%d7%a8%d7%95%d7%9e%d7%99%d7%aa/,,,,,http://www.britannica.com/EBchecked/topic/124716/coin/15956/Introduction-of-the-denarius#ref=ref302205,"אנציקלופדיה בריטניקה"
,,"Uncategorized",,,/link-whisper-test-site/%d7%94%d7%90%d7%99%d7%9e%d7%a4%d7%a8%d7%99%d7%94-%d7%94%d7%a8%d7%95%d7%9e%d7%99%d7%aa/,,,,,https://he.wikipedia.org/wiki/%D7%94%D7%90%D7%99%D7%9E%D7%A4%D7%A8%D7%99%D7%94_%D7%94%D7%A8%D7%95%D7%9E%D7%99%D7%AA#cite_ref-36,"^"
,,"Uncategorized",,,/link-whisper-test-site/%d7%94%d7%90%d7%99%d7%9e%d7%a4%d7%a8%d7%99%d7%94-%d7%94%d7%a8%d7%95%d7%9e%d7%99%d7%aa/,,,,,http://www.britannica.com/EBchecked/topic/124716/coin,"אנציקלופדיה בריטניקה"
,,"Uncategorized",,,/link-whisper-test-site/%d7%94%d7%90%d7%99%d7%9e%d7%a4%d7%a8%d7%99%d7%94-%d7%94%d7%a8%d7%95%d7%9e%d7%99%d7%aa/,,,,,https://he.wikipedia.org/wiki/%D7%94%D7%90%D7%99%D7%9E%D7%A4%D7%A8%D7%99%D7%94_%D7%94%D7%A8%D7%95%D7%9E%D7%99%D7%AA#cite_ref-37,"^"
,,"Uncategorized",,,/link-whisper-test-site/%d7%94%d7%90%d7%99%d7%9e%d7%a4%d7%a8%d7%99%d7%94-%d7%94%d7%a8%d7%95%d7%9e%d7%99%d7%aa/,,,,,https://he.wikipedia.org/wiki/%D7%98%D7%99%D7%98%D7%95%D7%A1_%D7%9C%D7%99%D7%95%D7%95%D7%99%D7%95%D7%A1,"טיטוס ליוויוס"
,,"Uncategorized",,,/link-whisper-test-site/%d7%94%d7%90%d7%99%d7%9e%d7%a4%d7%a8%d7%99%d7%94-%d7%94%d7%a8%d7%95%d7%9e%d7%99%d7%aa/,,,,,http://etext.virginia.edu/etcbin/toccer-new2?id=Liv3His.sgm&amp;images=images/modeng&amp;data=/texts/english/modeng/parsed&amp;tag=public&amp;part=63&amp;division=div2,"ספר 21 פרק 63"
,,"Uncategorized",,,/link-whisper-test-site/%d7%94%d7%90%d7%99%d7%9e%d7%a4%d7%a8%d7%99%d7%94-%d7%94%d7%a8%d7%95%d7%9e%d7%99%d7%aa/,,,,,https://he.wikipedia.org/wiki/%D7%94%D7%90%D7%99%D7%9E%D7%A4%D7%A8%D7%99%D7%94_%D7%94%D7%A8%D7%95%D7%9E%D7%99%D7%AA#cite_ref-38,"^"
,,"Uncategorized",,,/link-whisper-test-site/%d7%94%d7%90%d7%99%d7%9e%d7%a4%d7%a8%d7%99%d7%94-%d7%94%d7%a8%d7%95%d7%9e%d7%99%d7%aa/,,,,,https://he.wikipedia.org/wiki/%D7%94%D7%90%D7%99%D7%9E%D7%A4%D7%A8%D7%99%D7%94_%D7%94%D7%A8%D7%95%D7%9E%D7%99%D7%AA#cite_ref-39,"^"
,,"Uncategorized",,,/link-whisper-test-site/%d7%94%d7%90%d7%99%d7%9e%d7%a4%d7%a8%d7%99%d7%94-%d7%94%d7%a8%d7%95%d7%9e%d7%99%d7%aa/,,,,,https://he.wikipedia.org/wiki/%D7%94%D7%90%D7%99%D7%9E%D7%A4%D7%A8%D7%99%D7%94_%D7%94%D7%A8%D7%95%D7%9E%D7%99%D7%AA#cite_ref-40,"^"
,,"Uncategorized",,,/link-whisper-test-site/%d7%94%d7%90%d7%99%d7%9e%d7%a4%d7%a8%d7%99%d7%94-%d7%94%d7%a8%d7%95%d7%9e%d7%99%d7%aa/,,,,,http://www.britannica.com/EBchecked/topic/446579/patria-potestas,"החוק כוחו של האב באנציקלופדיה בריטניקה"
,,"Uncategorized",,,/link-whisper-test-site/%d7%94%d7%90%d7%99%d7%9e%d7%a4%d7%a8%d7%99%d7%94-%d7%94%d7%a8%d7%95%d7%9e%d7%99%d7%aa/,,,,,https://he.wikipedia.org/wiki/%D7%94%D7%90%D7%99%D7%9E%D7%A4%D7%A8%D7%99%D7%94_%D7%94%D7%A8%D7%95%D7%9E%D7%99%D7%AA#cite_ref-41,"^"
,,"Uncategorized",,,/link-whisper-test-site/%d7%94%d7%90%d7%99%d7%9e%d7%a4%d7%a8%d7%99%d7%94-%d7%94%d7%a8%d7%95%d7%9e%d7%99%d7%aa/,,,,,https://he.wikipedia.org/wiki/%D7%94%D7%90%D7%99%D7%9E%D7%A4%D7%A8%D7%99%D7%94_%D7%94%D7%A8%D7%95%D7%9E%D7%99%D7%AA#cite_ref-42,"^"
,,"Uncategorized",,,/link-whisper-test-site/%d7%94%d7%90%d7%99%d7%9e%d7%a4%d7%a8%d7%99%d7%94-%d7%94%d7%a8%d7%95%d7%9e%d7%99%d7%aa/,,,,,https://he.wikipedia.org/wiki/%D7%94%D7%90%D7%99%D7%9E%D7%A4%D7%A8%D7%99%D7%94_%D7%94%D7%A8%D7%95%D7%9E%D7%99%D7%AA#cite_ref-43,"^"
,,"Uncategorized",,,/link-whisper-test-site/%d7%94%d7%90%d7%99%d7%9e%d7%a4%d7%a8%d7%99%d7%94-%d7%94%d7%a8%d7%95%d7%9e%d7%99%d7%aa/,,,,,http://www.bbc.co.uk/history/ancient/romans/slavery_01.shtml#top,"Resisting Slavery in Ancient Rome"
,,"Uncategorized",,,/link-whisper-test-site/%d7%94%d7%90%d7%99%d7%9e%d7%a4%d7%a8%d7%99%d7%94-%d7%94%d7%a8%d7%95%d7%9e%d7%99%d7%aa/,,,,,https://he.wikipedia.org/wiki/BBC,"BBC"
,,"Uncategorized",,,/link-whisper-test-site/%d7%94%d7%90%d7%99%d7%9e%d7%a4%d7%a8%d7%99%d7%94-%d7%94%d7%a8%d7%95%d7%9e%d7%99%d7%aa/,,,,,https://he.wikipedia.org/wiki/%D7%94%D7%90%D7%99%D7%9E%D7%A4%D7%A8%D7%99%D7%94_%D7%94%D7%A8%D7%95%D7%9E%D7%99%D7%AA#cite_ref-44,"^"
,,"Uncategorized",,,/link-whisper-test-site/%d7%94%d7%90%d7%99%d7%9e%d7%a4%d7%a8%d7%99%d7%94-%d7%94%d7%a8%d7%95%d7%9e%d7%99%d7%aa/,,,,,http://mars.wnec.edu/~grempel/courses/wc1/lectures/12romanday.html,"הרומאים בעבודה ובפנאי"
,,"Uncategorized",,,/link-whisper-test-site/%d7%94%d7%90%d7%99%d7%9e%d7%a4%d7%a8%d7%99%d7%94-%d7%94%d7%a8%d7%95%d7%9e%d7%99%d7%aa/,,,,,https://he.wikipedia.org/wiki/%D7%94%D7%90%D7%99%D7%9E%D7%A4%D7%A8%D7%99%D7%94_%D7%94%D7%A8%D7%95%D7%9E%D7%99%D7%AA#cite_ref-45,"^"
,,"Uncategorized",,,/link-whisper-test-site/%d7%94%d7%90%d7%99%d7%9e%d7%a4%d7%a8%d7%99%d7%94-%d7%94%d7%a8%d7%95%d7%9e%d7%99%d7%aa/,,,,,https://he.wikipedia.org/wiki/%D7%94%D7%90%D7%99%D7%9E%D7%A4%D7%A8%D7%99%D7%94_%D7%94%D7%A8%D7%95%D7%9E%D7%99%D7%AA#cite_ref-paint_46-0,"לקפוץ מעלה אל:1"
,,"Uncategorized",,,/link-whisper-test-site/%d7%94%d7%90%d7%99%d7%9e%d7%a4%d7%a8%d7%99%d7%94-%d7%94%d7%a8%d7%95%d7%9e%d7%99%d7%aa/,,,,,https://he.wikipedia.org/wiki/%D7%94%D7%90%D7%99%D7%9E%D7%A4%D7%A8%D7%99%D7%94_%D7%94%D7%A8%D7%95%D7%9E%D7%99%D7%AA#cite_ref-paint_46-1,"2"
,,"Uncategorized",,,/link-whisper-test-site/%d7%94%d7%90%d7%99%d7%9e%d7%a4%d7%a8%d7%99%d7%94-%d7%94%d7%a8%d7%95%d7%9e%d7%99%d7%aa/,,,,,https://he.wikipedia.org/wiki/%D7%94%D7%90%D7%99%D7%9E%D7%A4%D7%A8%D7%99%D7%94_%D7%94%D7%A8%D7%95%D7%9E%D7%99%D7%AA#cite_ref-47,"^"
,,"Uncategorized",,,/link-whisper-test-site/%d7%94%d7%90%d7%99%d7%9e%d7%a4%d7%a8%d7%99%d7%94-%d7%94%d7%a8%d7%95%d7%9e%d7%99%d7%aa/,,,,,https://he.wikipedia.org/wiki/%D7%94%D7%90%D7%99%D7%9E%D7%A4%D7%A8%D7%99%D7%94_%D7%94%D7%A8%D7%95%D7%9E%D7%99%D7%AA#cite_ref-48,"^"
,,"Uncategorized",,,/link-whisper-test-site/%d7%94%d7%90%d7%99%d7%9e%d7%a4%d7%a8%d7%99%d7%94-%d7%94%d7%a8%d7%95%d7%9e%d7%99%d7%aa/,,,,,http://www.potsherd.uklinux.net/atlas/Class/COAR.php,"&#8220;חרס\""
,,"Uncategorized",,,/link-whisper-test-site/%d7%94%d7%90%d7%99%d7%9e%d7%a4%d7%a8%d7%99%d7%94-%d7%94%d7%a8%d7%95%d7%9e%d7%99%d7%aa/,,,,,https://he.wikipedia.org/wiki/%D7%94%D7%90%D7%99%D7%9E%D7%A4%D7%A8%D7%99%D7%94_%D7%94%D7%A8%D7%95%D7%9E%D7%99%D7%AA#cite_ref-49,"^"
,,"Uncategorized",,,/link-whisper-test-site/%d7%94%d7%90%d7%99%d7%9e%d7%a4%d7%a8%d7%99%d7%94-%d7%94%d7%a8%d7%95%d7%9e%d7%99%d7%aa/,,,,,https://he.wikipedia.org/wiki/%D7%94%D7%90%D7%99%D7%9E%D7%A4%D7%A8%D7%99%D7%94_%D7%94%D7%A8%D7%95%D7%9E%D7%99%D7%AA#cite_ref-toga_50-0,"לקפוץ מעלה אל:1"
,,"Uncategorized",,,/link-whisper-test-site/%d7%94%d7%90%d7%99%d7%9e%d7%a4%d7%a8%d7%99%d7%94-%d7%94%d7%a8%d7%95%d7%9e%d7%99%d7%aa/,,,,,https://he.wikipedia.org/wiki/%D7%94%D7%90%D7%99%D7%9E%D7%A4%D7%A8%D7%99%D7%94_%D7%94%D7%A8%D7%95%D7%9E%D7%99%D7%AA#cite_ref-toga_50-1,"2"
,,"Uncategorized",,,/link-whisper-test-site/%d7%94%d7%90%d7%99%d7%9e%d7%a4%d7%a8%d7%99%d7%94-%d7%94%d7%a8%d7%95%d7%9e%d7%99%d7%aa/,,,,,https://he.wikipedia.org/wiki/%D7%94%D7%90%D7%99%D7%9E%D7%A4%D7%A8%D7%99%D7%94_%D7%94%D7%A8%D7%95%D7%9E%D7%99%D7%AA#cite_ref-toga_50-2,"3"
,,"Uncategorized",,,/link-whisper-test-site/%d7%94%d7%90%d7%99%d7%9e%d7%a4%d7%a8%d7%99%d7%94-%d7%94%d7%a8%d7%95%d7%9e%d7%99%d7%aa/,,,,,http://www.britannica.com/EBchecked/topic/598004/toga,"אנציקלופדיה בריטניקה, טוגה"
,,"Uncategorized",,,/link-whisper-test-site/%d7%94%d7%90%d7%99%d7%9e%d7%a4%d7%a8%d7%99%d7%94-%d7%94%d7%a8%d7%95%d7%9e%d7%99%d7%aa/,,,,,https://he.wikipedia.org/wiki/%D7%94%D7%90%D7%99%D7%9E%D7%A4%D7%A8%D7%99%D7%94_%D7%94%D7%A8%D7%95%D7%9E%D7%99%D7%AA#cite_ref-51,"^"
,,"Uncategorized",,,/link-whisper-test-site/%d7%94%d7%90%d7%99%d7%9e%d7%a4%d7%a8%d7%99%d7%94-%d7%94%d7%a8%d7%95%d7%9e%d7%99%d7%aa/,,,,,https://he.wikipedia.org/wiki/%D7%94%D7%90%D7%99%D7%9E%D7%A4%D7%A8%D7%99%D7%94_%D7%94%D7%A8%D7%95%D7%9E%D7%99%D7%AA#cite_ref-52,"^"
,,"Uncategorized",,,/link-whisper-test-site/%d7%94%d7%90%d7%99%d7%9e%d7%a4%d7%a8%d7%99%d7%94-%d7%94%d7%a8%d7%95%d7%9e%d7%99%d7%aa/,,,,,http://news.bbc.co.uk/2/hi/uk_news/england/london/3181443.stm,"פשעי האופנה הרומאים נחשפים"
,,"Uncategorized",,,/link-whisper-test-site/%d7%94%d7%90%d7%99%d7%9e%d7%a4%d7%a8%d7%99%d7%94-%d7%94%d7%a8%d7%95%d7%9e%d7%99%d7%aa/,,,,,https://he.wikipedia.org/wiki/%D7%94%D7%90%D7%99%D7%9E%D7%A4%D7%A8%D7%99%D7%94_%D7%94%D7%A8%D7%95%D7%9E%D7%99%D7%AA#cite_ref-53,"^"
,,"Uncategorized",,,/link-whisper-test-site/%d7%94%d7%90%d7%99%d7%9e%d7%a4%d7%a8%d7%99%d7%94-%d7%94%d7%a8%d7%95%d7%9e%d7%99%d7%aa/,,,,,http://old.perseus.tufts.edu/cgi-bin/ptext?doc=Perseus%3Atext%3A1999.02.0025&amp;query=poem%3D%2330,"אודאות, 1.31.15"
,,"Uncategorized",,,/link-whisper-test-site/%d7%94%d7%90%d7%99%d7%9e%d7%a4%d7%a8%d7%99%d7%94-%d7%94%d7%a8%d7%95%d7%9e%d7%99%d7%aa/,,,,,https://he.wikipedia.org/wiki/%D7%94%D7%90%D7%99%D7%9E%D7%A4%D7%A8%D7%99%D7%94_%D7%94%D7%A8%D7%95%D7%9E%D7%99%D7%AA#cite_ref-54,"^"
,,"Uncategorized",,,/link-whisper-test-site/%d7%94%d7%90%d7%99%d7%9e%d7%a4%d7%a8%d7%99%d7%94-%d7%94%d7%a8%d7%95%d7%9e%d7%99%d7%aa/,,,,,http://penelope.uchicago.edu/~grout/encyclopaedia_romana/wine/wine.html,"יין ורומא"
,,"Uncategorized",,,/link-whisper-test-site/%d7%94%d7%90%d7%99%d7%9e%d7%a4%d7%a8%d7%99%d7%94-%d7%94%d7%a8%d7%95%d7%9e%d7%99%d7%aa/,,,,,https://he.wikipedia.org/wiki/%D7%94%D7%90%D7%99%D7%9E%D7%A4%D7%A8%D7%99%D7%94_%D7%94%D7%A8%D7%95%D7%9E%D7%99%D7%AA#cite_ref-55,"^"
,,"Uncategorized",,,/link-whisper-test-site/%d7%94%d7%90%d7%99%d7%9e%d7%a4%d7%a8%d7%99%d7%94-%d7%94%d7%a8%d7%95%d7%9e%d7%99%d7%aa/,,,,,http://www.britannica.com/EBchecked/topic/179408/education,"אנציקלופדיה בריטניקה"
