Title,URL,Type,Category,Tags,Published,Inbound internal links,Outbound internal links,Outbound external links
"Short Elementor Post",/link-whisper-test-site/short-elementor-post/,Post,"Uncategorized",,"February 01, 2022",0,2,1
"Hot Tub Chemicals: Household Products To Use Instead",/link-whisper-test-site/hot-tub-chemicals-household-products-to-use-instead/,Post,"Uncategorized",,"February 06, 2022",0,16,23
"Oxygen testing post 1. It should be able to link to Oxygen testing post 2. The content is all Pizza related: The term pizza was first recorded in the 10th century in a Latin manuscript from the Southern Italian town of Gaeta in Lazio, on the border with Campania.[4] Modern pizza was invented in Naples, and the dish and its variants have since become popular in many countries.[5] It has become one of the most popular foods in the world and a common fast food item in Europe, North America and Australasia; available at pizzerias (restaurants specializing in pizza), restaurants offering Mediterranean cuisine, via pizza delivery, and as street food.[5] Various food companies sell ready-baked pizzas, which may be frozen, in grocery stores, to be reheated in a home oven.",/link-whisper-test-site/oxygen-testing-post-1-it-should-be-able-to-link-to-oxygen-testing-post-2-the-content-is-all-pizza-related-the-term-pizza-was-first-recorded-in-the-10th-century-in-a-latin-manuscript-from-the-southe/,Post,"Uncategorized",,"February 13, 2022",2,0,0
"Oxygen testing post 2. It should be able to link to Oxygen testing post 1. The content deals with pizza: The term pizza was first recorded in the 10th century in a Latin manuscript from the Southern Italian town of Gaeta in Lazio, on the border with Campania.[4] Modern pizza was invented in Naples, and the dish and its variants have since become popular in many countries.[5] It has become one of the most popular foods in the world and a common fast food item in Europe, North America and Australasia; available at pizzerias (restaurants specializing in pizza), restaurants offering Mediterranean cuisine, via pizza delivery, and as street food.[5] Various food companies sell ready-baked pizzas, which may be frozen, in grocery stores, to be reheated in a home oven.",/link-whisper-test-site/oxygen-testing-post-2-it-should-be-able-to-link-to-oxygen-testing-post-1-the-content-deals-with-pizza-the-term-pizza-was-first-recorded-in-the-10th-century-in-a-latin-manuscript-from-the-southern-i/,Post,"Uncategorized",,"February 13, 2022",3,0,0
"Pro Theme testing post",/link-whisper-test-site/pro-theme-testing-post/,Post,"Uncategorized",,"February 14, 2022",1,0,2
"Marco das Três Fronteiras Vale a Pena? Tudo o que Você Precisa Saber!",/link-whisper-test-site/marco-das-tres-fronteiras-vale-a-pena-tudo-o-que-voce-precisa-saber/,Post,"Uncategorized",,"March 01, 2022",0,0,5
"Gruta do Lago Azul Vale a Pena? Tudo o que você Precisa Saber!",/link-whisper-test-site/gruta-do-lago-azul-vale-a-pena-tudo-o-que-voce-precisa-saber/,Post,"Uncategorized",,"March 01, 2022",0,1,10
"Vila dos Remédios, Noronha: Descubra como aproveitar o &#8220;centrinho&#8221; da ilha!",/link-whisper-test-site/vila-dos-remedios-noronha-descubra-como-aproveitar-o-centrinho-da-ilha/,Post,"Uncategorized",,"March 01, 2022",0,0,6
"Baía dos Porcos em Fernando de Noronha: Um paraíso na ilha!",/link-whisper-test-site/baia-dos-porcos-em-fernando-de-noronha-um-paraiso-na-ilha/,Post,"Uncategorized",,"March 01, 2022",0,3,8
"Baía do Sancho, Fernando de Noronha: tudo o que você precisa saber! ",/link-whisper-test-site/baia-do-sancho-fernando-de-noronha-tudo-o-que-voce-precisa-saber/,Post,"Uncategorized",,"March 01, 2022",0,1,9
"Praia da Conceição em Fernando de Noronha: vale a pena conhecer?",/link-whisper-test-site/praia-da-conceicao-em-fernando-de-noronha-vale-a-pena-conhecer/,Post,"Uncategorized",,"March 01, 2022",0,3,6
"As 7 Melhores Flutuações em Bonito",/link-whisper-test-site/as-7-melhores-flutuacoes-em-bonito/,Post,"Uncategorized",,"March 01, 2022",1,2,8
"Testing Draft Page",/link-whisper-test-site/testing-draft-page/,Post,"Uncategorized",,"March 12, 2022",0,2,3
"Does Amazon Deliver To South Africa? (Your Full Guide)",/link-whisper-test-site/does-amazon-deliver-to-south-africa-your-full-guide/,Post,"Uncategorized",,"April 09, 2022",0,3,13
"5 ultimative Tipps zur Leadgenerierung für Ihre Webseite",/link-whisper-test-site/5-ultimative-tipps-zur-leadgenerierung-fur-ihre-webseite/,Post,"Uncategorized",,"April 13, 2022",0,3,17
"Les principes de la conception de sites Web",/link-whisper-test-site/les-principes-de-la-conception-de-sites-web/,Post,"Uncategorized",,"April 15, 2022",0,2,3
"Best Minecraft Server Hosts in 2022!",/link-whisper-test-site/best-minecraft-server-hosts-in-2022/,Post,"Uncategorized",,"April 15, 2022",0,0,0
"MineCraft Server Listing",/link-whisper-test-site/minecraft-server-listing/,Post,"Uncategorized",,"April 16, 2022",0,0,0
"How to Advertise Your Minecraft Server",/link-whisper-test-site/how-to-advertise-your-minecraft-server/,Post,"Uncategorized",,"April 17, 2022",0,0,0
"ماهي صناعة المحتوى",/link-whisper-test-site/%d9%85%d8%a7%d9%87%d9%8a-%d8%b5%d9%86%d8%a7%d8%b9%d8%a9-%d8%a7%d9%84%d9%85%d8%ad%d8%aa%d9%88%d9%89/,Post,"Uncategorized",,"April 25, 2022",0,0,3
"ACF Block testing post!",/link-whisper-test-site/acf-block-testing-post/,Post,"Uncategorized",,"May 22, 2022",0,0,2
"Coffee making test post",/link-whisper-test-site/coffee-making-test-post/,Post,"Uncategorized",,"May 24, 2022",0,0,0
"How To Make Money Online In 2022 (100+ Ways)",/link-whisper-test-site/how-to-make-money-online-in-2022-100-ways/,Post,"Uncategorized",,"May 31, 2022",0,13,11
"36 Ways To Make Money With A Pickup Truck And Trailer",/link-whisper-test-site/36-ways-to-make-money-with-a-pickup-truck-and-trailer/,Post,"Uncategorized",,"May 31, 2022",141,3,4
"Celebrations",/link-whisper-test-site/celebrations/,Post,"Uncategorized",,"June 11, 2022",4,5,3
"Oxygen 4.0 testing post",/link-whisper-test-site/oxygen-4-0-testing-post/,Post,"Uncategorized",,"June 12, 2022",0,0,0
"This is a cool testing post to test post creation tracking",/link-whisper-test-site/this-is-a-cool-testing-post-to-test-post-creation-tracking/,Post,"Uncategorized",,"June 26, 2022",1,0,0
"Flynt Theme testing post",/link-whisper-test-site/flynt-theme-testing-post/,Post,"Uncategorized",,"July 02, 2022",1,4,5
"Cool new testing post!",/link-whisper-test-site/cool-new-testing-post/,Post,"Uncategorized",,"July 03, 2022",0,0,1
"Cool Testing Post #3",/link-whisper-test-site/cool-testing-post-3/,Post,"Uncategorized",,"July 04, 2022",0,1,0
"Prix d&#8217;un chauffagiste",/link-whisper-test-site/prix-dun-chauffagiste/,Post,"Uncategorized",,"July 11, 2022",0,1,0
"Prix d&#8217;un chauffagiste",/link-whisper-test-site/prix-dun-chauffagiste-2/,Post,"Uncategorized",,"July 12, 2022",1,1,18
"Boosting Tweets!",/link-whisper-test-site/boosting-tweets/,Post,"Uncategorized",,"July 13, 2022",0,1,0
"FAQ Block testing post",/link-whisper-test-site/faq-block-testing-post/,Post,"Uncategorized",,"July 17, 2022",0,0,0
"A cool new testing post in Gutenberg!",/link-whisper-test-site/a-cool-new-testing-post-in-gutenberg/,Post,"Bez kategorii, Sint omnis ut a asperiores",,"July 18, 2022",2,7,25
"New error testing story",/link-whisper-test-site/new-error-testing-story/,Post,"Uncategorized",,"July 20, 2022",0,1,0
"We&#8217;re going to try inserting this in a post and seeing what happens",/link-whisper-test-site/were-going-to-try-inserting-this-in-a-post-and-seeing-what-happens/,Post,"Uncategorized",,"July 22, 2022",0,1,0
"Whoa! More webstory testing!",/link-whisper-test-site/whoa-more-webstory-testing/,Post,"Uncategorized",,"July 22, 2022",2,2,0
"This is a cool testing post",/link-whisper-test-site/this-is-a-cool-testing-post/,Post,"Uncategorized",,"July 23, 2022",0,2,4
"More testing!",/link-whisper-test-site/more-testing/,Post,"Uncategorized",,"July 23, 2022",0,1,0
"I think I have it this time!",/link-whisper-test-site/i-think-i-have-it-this-time/,Post,"Uncategorized",,"July 24, 2022",0,1,0
"Maybe&#8230;.",/link-whisper-test-site/maybe/,Post,"Uncategorized",,"July 24, 2022",0,1,0
"fafa",/link-whisper-test-site/fafa/,Post,"Uncategorized",,"July 24, 2022",0,1,0
"fafafafafa",/link-whisper-test-site/fafafafafa/,Post,"Uncategorized",,"July 24, 2022",0,1,0
"We&#8217;ll try sticking this to a post&#8230;",/link-whisper-test-site/well-try-sticking-this-to-a-post/,Post,"Uncategorized",,"July 24, 2022",1,1,0
"Giving it another go!",/link-whisper-test-site/giving-it-another-go/,Post,"Uncategorized",,"July 24, 2022",1,1,0
"Tour De France Testing Post",/link-whisper-test-site/tour-de-france-testing-post/,Post,"Bez kategorii",,"July 27, 2022",0,7,25
"Astra testing post!",/link-whisper-test-site/astra-testing-post/,Post,"Uncategorized",,"August 08, 2022",1,3,22
"G Pen Gio Cannabis Oil Vape",/link-whisper-test-site/g-pen-gio-cannabis-oil-vape/,Post,"Bez kategorii","A cool testing tag","August 09, 2022",0,5,19
"Autolink Testing Post to see if duplicate links are inserted",/link-whisper-test-site/autolink-testing-post-to-see-if-duplicate-links-are-inserted/,Post,"Uncategorized",,"August 14, 2022",0,0,2
"Future testing post 4 (I think)",/link-whisper-test-site/future-testing-post-4-i-think/,Post,"Uncategorized",,"August 16, 2022",1,0,1
"Testing Post with empty links!",/link-whisper-test-site/testing-post-with-empty-links/,Post,"Uncategorized",,"August 16, 2022",1,1,2
"Cool testing Beaver Builder post",/link-whisper-test-site/cool-testing-beaver-builder-post/,Post,"Uncategorized",,"September 05, 2022",0,0,2
"Cool testing post to see if events are logged when it&#8217;s published",/link-whisper-test-site/cool-testing-post-to-see-if-events-are-logged-when-its-published/,Post,"Uncategorized",,"September 07, 2022",0,1,0
"New Elementor testing post!",/link-whisper-test-site/new-elementor-testing-post/,Post,"Uncategorized","English","September 09, 2022",0,1,1
"Post for testing the event ignoring",/link-whisper-test-site/post-for-testing-the-event-ignoring/,Post,"Uncategorized",,"September 13, 2022",0,0,1
"12345",/link-whisper-test-site/12345-2/,Post,"Uncategorized",,"September 13, 2022",0,0,0
"23456",/link-whisper-test-site/23456-2/,Post,"Uncategorized",,"September 13, 2022",0,1,0
"Shortcode testing post!",/link-whisper-test-site/shortcode-testing-post/,Post,"Uncategorized",,"September 14, 2022",1,3,3
"New Oxygen testing post!",/link-whisper-test-site/new-oxygen-testing-post/,Post,"Uncategorized",,"September 14, 2022",0,0,0
"Test Front Page",/link-whisper-test-site/test-front-page/,Post,"Uncategorized",,"September 14, 2022",0,0,0
"Cool testing post",/link-whisper-test-site/cool-testing-post/,Post,"Uncategorized",,"September 15, 2022",0,1,0
"Another cool testing test post",/link-whisper-test-site/another-cool-testing-test-post/,Post,"Uncategorized",,"September 15, 2022",2,1,0
"Cool testing post to see if it gets scanned into the system!",/link-whisper-test-site/cool-testing-post-to-see-if-it-gets-scanned-into-the-system/,Post,"Uncategorized",,"September 15, 2022",1,1,0
"445353",/link-whisper-test-site/445353-2/,Post,"Uncategorized",,"September 16, 2022",0,1,0
"65342",/link-whisper-test-site/65342-2/,Post,"Uncategorized",,"September 16, 2022",0,0,0
"More tesiting!",/link-whisper-test-site/more-tesiting/,Post,"Uncategorized",,"September 16, 2022",0,0,0
"1231231",/link-whisper-test-site/1231231-2/,Post,"Uncategorized",,"September 16, 2022",0,0,0
"5213542",/link-whisper-test-site/5213542-2/,Post,"Uncategorized",,"September 16, 2022",0,0,0
"1312312",/link-whisper-test-site/1312312-2/,Post,"Uncategorized",,"September 16, 2022",0,0,0
"124124",/link-whisper-test-site/124124-2/,Post,"Uncategorized",,"September 16, 2022",0,1,0
"3123131",/link-whisper-test-site/3123131-2/,Post,"Uncategorized",,"September 16, 2022",0,0,0
"512541",/link-whisper-test-site/512541-2/,Post,"Uncategorized",,"September 18, 2022",0,0,0
"Lets try drafting and then publishing",/link-whisper-test-site/lets-try-drafting-and-then-publishing/,Post,"Uncategorized",,"September 18, 2022",1,6,6
"Another draft post",/link-whisper-test-site/another-draft-post/,Post,"Uncategorized",,"September 18, 2022",0,2,0
"More Draft Post!",/link-whisper-test-site/more-draft-post/,Post,"Uncategorized",,"September 18, 2022",0,1,0
"One more testing draft post",/link-whisper-test-site/one-more-testing-draft-post/,Post,"Uncategorized",,"September 18, 2022",0,1,0
"Posty!",/link-whisper-test-site/posty/,Post,"Uncategorized",,"September 18, 2022",0,1,0
"Testing!",/link-whisper-test-site/testing/,Post,"Uncategorized",,"September 18, 2022",0,0,1
"We need anotyher new testing post!",/link-whisper-test-site/we-need-anotyher-new-testing-post/,Post,"Uncategorized",,"September 18, 2022",0,1,0
"More tesing!",/link-whisper-test-site/more-tesing/,Post,"Uncategorized",,"September 18, 2022",0,1,0
"Testing!",/link-whisper-test-site/testing-2/,Post,"Uncategorized",,"September 18, 2022",0,1,0
"More testing!",/link-whisper-test-site/more-testing-2/,Post,"Uncategorized",,"September 18, 2022",0,5,943
"Future testing link post",/link-whisper-test-site/future-testing-link-post/,Post,"Uncategorized",,"September 18, 2022",0,2,0
"t25345145",/link-whisper-test-site/t25345145/,Post,"Uncategorized",,"September 18, 2022",1,0,0
"43512525",/link-whisper-test-site/43512525-2/,Post,"Uncategorized",,"September 18, 2022",0,1,0
"545353",/link-whisper-test-site/545353-2/,Post,"Uncategorized",,"September 18, 2022",0,2,2
"A new cool testing recipe post!",/link-whisper-test-site/a-new-cool-testing-recipe-post/,Post,"Uncategorized",,"September 24, 2022",0,1,1
"signup testing form",/link-whisper-test-site/signup-testing-form/,Post,"Uncategorized",,"September 25, 2022",0,1,5
"Long post about Japan that doesn&#8217;t contain Wiki links",/link-whisper-test-site/long-post-about-japan-that-doesnt-contain-wiki-links/,Post,"Uncategorized",,"October 04, 2022",0,9,18
"Testing the tracking of newly created posts!",/link-whisper-test-site/testing-the-tracking-of-newly-created-posts/,Post,"Uncategorized",,"November 17, 2022",0,0,0
"A new testing post to see if links are being wiped",/link-whisper-test-site/a-new-testing-post-to-see-if-links-are-being-wiped/,Post,"Uncategorized",,"November 20, 2022",0,1,4
"Blanchiment dentaire Vernouillet",/link-whisper-test-site/blanchiment-dentaire-vernouillet/,Post,"Uncategorized",,"November 21, 2022",0,2,60
"Testing post to see how many times RL counts it&#8217;s creation event",/link-whisper-test-site/testing-post-to-see-how-many-times-rl-counts-its-creation-event/,Post,"Uncategorized",,"November 23, 2022",0,0,4
"Testing again!",/link-whisper-test-site/testing-again/,Post,"Uncategorized",,"November 23, 2022",0,3,1
"fafaf",/link-whisper-test-site/fafaf/,Post,"Uncategorized",,"November 23, 2022",0,0,0
"More testing created post!",/link-whisper-test-site/more-testing-created-post/,Post,"Uncategorized",,"November 23, 2022",0,2,4
"Another testing post!",/link-whisper-test-site/another-testing-post/,Post,"Uncategorized",,"November 23, 2022",0,2,3
"This is another tesitng post!",/link-whisper-test-site/this-is-another-tesitng-post/,Post,"Uncategorized",,"November 23, 2022",0,2,4
"Another!",/link-whisper-test-site/another/,Post,"Uncategorized",,"November 23, 2022",0,5,7
"More testing post!",/link-whisper-test-site/more-testing-post/,Post,"Uncategorized",,"November 23, 2022",0,1,5
"More more more testing post!",/link-whisper-test-site/more-more-more-testing-post/,Post,"Uncategorized",,"November 23, 2022",0,4,5
"Last one!",/link-whisper-test-site/last-one/,Post,"Uncategorized",,"November 23, 2022",0,3,6
"Polonia",/link-whisper-test-site/polonia/,Post,"Uncategorized","A cool testing tag, Consequatur quam consequatur et possimus dolore, Ipsum suscipit odio laboriosam quidem sit fugit ut, testing 1, testing 2","November 26, 2022",0,2,1492
"Mieszko I al Poloniei",/link-whisper-test-site/mieszko-i-al-poloniei/,Post,"Uncategorized",,"November 26, 2022",0,1,82
"Singura sursă a existenței lui Gallus este o notă făcută de către prințul-episcop al Varmiei Marcin Kromer (1512-1589) pe marginea foliei 119 a manuscrisului Heilsberg.[2] Nota conține următorul text în latină: Gallus hanc historiam scripsit, monachus, opinor, aliquis, ut ex proemiis coniicere licet qui Boleslai tertii tempore vixit („Gallus a scris această istorie, un călugăr care, în opinia mea, a trăit în timpul lui Boleslau al III-lea, după cum se poate deduce din prefață”). Nu se cunoaște dacă Kromer a folosit cuvântul &#8220;Gallus&#8221; ca pe un nume propriu sau ca o referință la cetățenia autorului (în perioada sa Gallus avea de obicei sensul de &#8220;un francez&#8221;), de asemenea nu se cunoaște pe ce anume s-a bazat prințul la identificarea acestuia.[2]  Manuscrisul Heilsberg este unul din cele trei documente care pomenesc de Gesta și a fost scris între 1469 și 1471. De la mijlocul secolului al XVI-lea și până în secolul al XVIII-lea, acest manuscris s-a aflat în orașul Heilsberg (astăzi Lidzbark Warmiński, Polonia). Manuscrisul a fost publicat ulterior la cererea expresă a prințului-episcop de Varmia Adam Stanisław Grabowski (1698-1766).[2]",/link-whisper-test-site/singura-sursa-a-existentei-lui-gallus-este-o-nota-facuta-de-catre-printul-episcop-al-varmiei-marcin-kromer-1512-1589-pe-marginea-foliei-119-a-manuscrisului-heilsberg-2-nota-contine-urmatorul-text/,Post,"Uncategorized",,"November 26, 2022",1,0,58
"in Mel Brooks&#8217; Robin Hood:",/link-whisper-test-site/in-mel-brooks-robin-hood/,Post,"Uncategorized",,"November 26, 2022",0,0,0
"Apple&#8217;s Taste",/link-whisper-test-site/apples-taste/,Post,"Uncategorized",,"November 26, 2022",0,2,5
"Peterson&#8217;s son",/link-whisper-test-site/petersons-son/,Post,"Uncategorized",,"November 26, 2022",0,0,0
"Roberts&#8217; Diner",/link-whisper-test-site/roberts-diner/,Post,"Uncategorized","English","November 26, 2022",0,0,0
"Testing with different punctuations",/link-whisper-test-site/testing-with-different-punctuations/,Post,"Uncategorized",,"November 26, 2022",1,0,1
"Praia de Garapuá, em Morro de São Paulo: Veja Como Curtir o Local in Arabic",/link-whisper-test-site/praia-de-garapua-em-morro-de-sao-paulo-veja-como-curtir-o-local-in-arabic/,Post,"Uncategorized",,"January 20, 2023",0,0,0
"Another cool Elementor post!",/link-whisper-test-site/another-cool-elementor-post/,Post,"Uncategorized",,"January 22, 2023",0,0,0
"Slovak version of a Romanian post on a king that I don&#8217;t remember",/link-whisper-test-site/slovak-version-of-a-romanian-post-on-a-king-that-i-dont-remember/,Post,"Uncategorized",,"January 26, 2023",0,0,2
"Romanian king post but in English for WPML",/link-whisper-test-site/romanian-king-post-but-in-english-for-wpml/,Post,"Uncategorized",,"January 26, 2023",0,3,7
"Deserunt aut ea ipsum consectetur suscipit",/link-whisper-test-site/deserunt-aut-ea-ipsum-consectetur-suscipit/,Post,"Uncategorized",,"January 26, 2023",0,5,11
"This is a cool testing post with english text, but the language is set in WPML to Polish",/link-whisper-test-site/this-is-a-cool-testing-post-with-english-text-but-the-language-is-set-in-wpml-to-polish/,Post,"Bez kategorii",,"January 27, 2023",0,0,0
"Making Money online",/link-whisper-test-site/making-money-online/,Post,"Uncategorized",,"January 27, 2023",0,2,65
"Another money testing post",/link-whisper-test-site/another-money-testing-post/,Post,"Uncategorized",,"January 27, 2023",0,40,136
"Blogging VS Youtube Themify post",/link-whisper-test-site/blogging-vs-youtube-themify-post/,Post,"Uncategorized",,"February 01, 2023",0,11,12
"Cool New Portuguese post!",/link-whisper-test-site/sk/cool-new-portuguese-post/,Post,"Bez kategorii","Slovenčina","February 11, 2023",0,0,2
"Kadence block testing post",/link-whisper-test-site/sk/kadence-block-testing-post/,Post,"Non classifié(e)","Slovenčina","February 13, 2023",0,4,7
"ACF block testing post",/link-whisper-test-site/sk/acf-block-testing-post-2/,Post,"Uncategorized","Slovenčina","February 16, 2023",0,1,0
